task_id,constraints_hash,constraint_type,n_x,n_c,qubo_string,families,n_qubits_pc,n_slack_pc,n_struct_pc,n_pen_pc,has_vcg_pc,vcg_missing_pc,sp_total_pc,sp_1q_pc,sp_2q_pc,sp_gates_pc,vcg_sp_gates_pc,layer_total_pc,layer_1q_pc,layer_2q_pc,layer_gates_pc,vcg_layer_gates_pc,n_qubits_p,n_slack_p,sp_total_p,sp_1q_p,sp_2q_p,sp_gates_p,layer_total_p,layer_1q_p,layer_2q_p,layer_gates_p
45,"['1*x_0*x_0 + 5*x_0*x_4 + 2*x_0*x_1 + 2*x_0*x_6 + 3*x_4*x_4 + 2*x_4*x_1 + 3*x_4*x_6 + 2*x_1*x_1 + 4*x_1*x_6 + 5*x_6*x_6 <= 13', 'x_2 + x_6 + x_4 + x_5 + x_3 <= 3']",cardinality+quadratic_knapsack,7,2, -3*x_0 + -4*x_0 x_1 + -4*x_0 x_2 + -1*x_0 x_4 + 4*x_0 x_5 + 2*x_0 x_6 + 4*x_1 + 4*x_1 x_2 + -1*x_1 x_3 + -1*x_1 x_4 + 1*x_1 x_5 + -1*x_1 x_6 + -3*x_2 + -4*x_2 x_3 + -2*x_2 x_4 + 1*x_2 x_6 + -1*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_3 x_6 + -1*x_4 + -3*x_4 x_5 + 2*x_5 + 3*x_5 x_6 + -1*x_6,"['cardinality', 'quadratic_knapsack']",11,4,1,1,False,False,36,5,26,"{'Hadamard': 4, 'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 18, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 5}",{},1392,604,775,"{'CNOT': 758, 'RZ': 585, 'RY': 2, 'CRY': 12, 'SWAP': 4, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 10, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1, 'RX': 6}",{},13,6,6,6,0,{'Hadamard': 6},675,675,764,"{'CNOT': 764, 'RZ': 662, 'RX': 13}"
46,"['1*x_3*x_3 + 1*x_3*x_1 + 3*x_3*x_4 + 2*x_3*x_2 + 1*x_1*x_1 + 2*x_1*x_4 + 3*x_1*x_2 + 2*x_4*x_4 + 3*x_4*x_2 + 3*x_2*x_2 <= 7', '3*x_0 + 1*x_4 + 4*x_1 + 8*x_3 <= 7', '7*x_3 + 10*x_4 + 9*x_1 <= 8']",knapsack+knapsack+quadratic_knapsack,5,3, 3*x_0 + 1*x_0 x_2 + 3*x_0 x_4 + -5*x_1 + -3*x_1 x_2 + 3*x_2 + 3*x_2 x_3 + -5*x_2 x_4 + -4*x_3 + 2*x_3 x_4 + -3*x_4,"['knapsack', 'knapsack', 'quadratic_knapsack']",11,6,1,2,True,True,6,6,0,{'Hadamard': 6},{},1261,595,666,"{'CNOT': 666, 'RZ': 584, 'RX': 11}",{},15,10,10,10,0,{'Hadamard': 10},676,676,708,"{'CNOT': 708, 'RZ': 661, 'RX': 15}"
47,"['1*x_2*x_2 + 4*x_2*x_5 + 1*x_2*x_1 + 5*x_2*x_0 + 2*x_5*x_5 + 3*x_5*x_1 + 3*x_5*x_0 + 5*x_1*x_1 + 4*x_1*x_0 + 5*x_0*x_0 <= 22', '6*x_2 + 2*x_3 + 2*x_5 <= 3', '8*x_5 + 10*x_1 + 1*x_2 + 2*x_0 <= 12']",knapsack+quadratic_knapsack+knapsack,6,3, 4*x_0 + 4*x_0 x_1 + -3*x_0 x_2 + -2*x_0 x_3 + -5*x_0 x_4 + 4*x_0 x_5 + -2*x_1 + -5*x_1 x_2 + -2*x_1 x_3 + 3*x_1 x_4 + -5*x_1 x_5 + -1*x_2 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + 2*x_3 + 3*x_3 x_4 + -1*x_3 x_5 + -4*x_4 + -2*x_4 x_5 + -2*x_5,"['knapsack', 'quadratic_knapsack', 'knapsack']",15,9,1,2,True,False,32,22,10,"{'Hadamard': 12, 'CNOT': 10, 'RZ': 7, 'RX': 3}","{'Hadamard': 3, 'CNOT': 10, 'RZ': 7, 'RX': 3}",1659,791,868,"{'CNOT': 868, 'RZ': 764, 'RX': 21, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 20, 'RZ': 14, 'RX': 6}",17,11,11,11,0,{'Hadamard': 11},807,807,868,"{'CNOT': 868, 'RZ': 790, 'RX': 17}"
48,"['x_0 + x_1 + x_2 + x_5 <= 1', 'x_2 + x_5 + x_4 + x_6 == 3']",cardinality+cardinality,7,2, 3*x_0 x_2 + 3*x_0 x_3 + 3*x_0 x_4 + -1*x_0 x_5 + 4*x_0 x_6 + -2*x_1 + -2*x_1 x_3 + 2*x_1 x_4 + -5*x_1 x_5 + 3*x_1 x_6 + 1*x_2 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + 1*x_2 x_6 + 4*x_3 + -1*x_3 x_5 + -2*x_3 x_6 + -4*x_4 + 3*x_4 x_5 + -1*x_4 x_6 + -4*x_5 + 2*x_5 x_6 + -1*x_6,"['cardinality', 'cardinality']",8,1,1,1,False,False,24,4,17,"{'Hadamard': 1, 'X': 3, 'CNOT': 11, 'CRY': 5, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'CSWAP': 2, 'SWAP': 1}",{},140,76,64,"{'CNOT': 64, 'RZ': 64, 'RY': 8, 'RX': 4}",{},8,1,1,1,0,{'Hadamard': 1},98,98,68,"{'CNOT': 68, 'RZ': 90, 'RX': 8}"
49,"['x_2 + x_0 + x_3 + x_1 + x_4 == 2', 'x_3 + x_0 == 1']",cardinality+cardinality,5,2, -3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + -4*x_1 + -1*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -5*x_2 + 4*x_2 x_3 + 1*x_2 x_4 + -2*x_3 + -4*x_3 x_4 + 1*x_4,"['cardinality', 'cardinality']",5,0,1,1,False,False,24,2,19,"{'X': 2, 'CNOT': 11, 'CRY': 6, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'CSWAP': 2, 'SWAP': 2}",{},64,32,32,"{'CNOT': 32, 'RZ': 22, 'RY': 10}",{},5,0,0,0,0,{},67,67,42,"{'CNOT': 42, 'RZ': 62, 'RX': 5}"
50,"['10*x_1 + 8*x_0 + 10*x_4 <= 9', '10*x_3 + 1*x_0 + 9*x_4 <= 7', '5*x_3 + 4*x_4 + 1*x_0 <= 6']",knapsack+knapsack+knapsack,5,3, -2*x_0 + -3*x_0 x_1 + -2*x_0 x_2 + -3*x_0 x_3 + -1*x_0 x_4 + -5*x_1 + 2*x_1 x_2 + -1*x_1 x_3 + -4*x_1 x_4 + -2*x_2 + -4*x_2 x_3 + -1*x_2 x_4 + -5*x_3 + -5*x_3 x_4,"['knapsack', 'knapsack', 'knapsack']",11,6,1,2,True,True,6,6,0,{'Hadamard': 6},{},220,140,80,"{'CNOT': 80, 'RZ': 129, 'RX': 11}",{},15,10,10,10,0,{'Hadamard': 10},221,221,122,"{'CNOT': 122, 'RZ': 206, 'RX': 15}"
51,"['1*x_0*x_0 + 4*x_0*x_4 + 1*x_0*x_3 + 2*x_0*x_2 + 5*x_4*x_4 + 4*x_4*x_3 + 3*x_4*x_2 + 5*x_3*x_3 + 4*x_3*x_2 + 2*x_2*x_2 <= 18', 'x_2 + x_0 + x_1 >= 2']",cardinality+quadratic_knapsack,6,2, 1*x_0 x_1 + -3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 4*x_1 + 3*x_1 x_5 + 1*x_2 + 3*x_2 x_3 + -4*x_2 x_4 + 1*x_2 x_5 + -1*x_3 + 2*x_3 x_4 + 1*x_3 x_5 + -4*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack']",11,5,1,1,True,True,5,5,0,{'Hadamard': 5},{},1438,656,782,"{'CNOT': 782, 'RZ': 645, 'RX': 11}",{},12,6,6,6,0,{'Hadamard': 6},683,683,794,"{'CNOT': 794, 'RZ': 671, 'RX': 12}"
52,"['4*x_2 + 6*x_4 + 1*x_5 + 1*x_0 <= 6', '4*x_3*x_3 + 1*x_3*x_6 + 4*x_3*x_2 + 3*x_3*x_5 + 4*x_6*x_6 + 5*x_6*x_2 + 4*x_6*x_5 + 3*x_2*x_2 + 5*x_2*x_5 + 5*x_5*x_5 <= 24']",quadratic_knapsack+knapsack,7,2, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,"['quadratic_knapsack', 'knapsack']",10,3,1,1,True,True,3,3,0,{'Hadamard': 3},{},196,114,82,"{'CNOT': 82, 'RZ': 104, 'RX': 10}",{},15,8,8,8,0,{'Hadamard': 8},748,748,844,"{'CNOT': 844, 'RZ': 733, 'RX': 15}"
53,"['1*x_1*x_1 + 1*x_1*x_5 + 3*x_1*x_4 + 2*x_1*x_2 + 1*x_5*x_5 + 2*x_5*x_4 + 3*x_5*x_2 + 2*x_4*x_4 + 3*x_4*x_2 + 3*x_2*x_2 <= 7', 'x_5 + x_1 + x_2 - x_3 - x_0 == 0']",flow+quadratic_knapsack,6,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_5 + -4*x_1 + -5*x_1 x_2 + -5*x_1 x_3 + -5*x_1 x_4 + -5*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + -1*x_2 x_5 + -5*x_3 + -5*x_3 x_5 + -1*x_4 + 1*x_4 x_5 + -1*x_5,"['flow', 'quadratic_knapsack']",9,3,1,1,False,False,21,4,16,"{'Hadamard': 3, 'RY': 1, 'CRY': 4, 'CNOT': 10, 'SWAP': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1}",{},1180,530,650,"{'CNOT': 650, 'RZ': 516, 'RY': 10, 'RX': 4}",{},9,3,3,3,0,{'Hadamard': 3},560,560,660,"{'CNOT': 660, 'RZ': 551, 'RX': 9}"
54,"['x_3 + x_2 + x_0 + x_5 + x_1 >= 4', 'x_5 + x_4 == 0']",cardinality+cardinality,6,2, -2*x_0 + -4*x_0 x_1 + 2*x_0 x_2 + 2*x_0 x_3 + 3*x_0 x_4 + -5*x_0 x_5 + -1*x_1 + 1*x_1 x_3 + -2*x_1 x_4 + -5*x_2 x_3 + 4*x_2 x_4 + 3*x_2 x_5 + 3*x_3 + -3*x_3 x_4 + 2*x_3 x_5 + -1*x_4 + 2*x_4 x_5 + 3*x_5,"['cardinality', 'cardinality']",7,1,1,1,False,False,1,1,0,{'Hadamard': 1},{},145,85,60,"{'CNOT': 60, 'RZ': 76, 'RY': 4, 'RX': 5}",{},7,1,1,1,0,{'Hadamard': 1},88,88,58,"{'CNOT': 58, 'RZ': 81, 'RX': 7}"
55,"['2*x_3*x_3 + 5*x_3*x_0 + 2*x_3*x_1 + 2*x_0*x_0 + 1*x_0*x_1 + 1*x_1*x_1 <= 7', 'x_5 + x_1 + x_2 + x_0 <= 3', 'x_5 + x_4 + x_1 == 0']",cardinality+quadratic_knapsack+cardinality,6,3, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_5 + -4*x_1 + -5*x_1 x_2 + -5*x_1 x_3 + -5*x_1 x_4 + -5*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + -1*x_2 x_5 + -5*x_3 + -5*x_3 x_5 + -1*x_4 + 1*x_4 x_5 + -1*x_5,"['cardinality', 'quadratic_knapsack', 'cardinality']",11,5,1,2,False,False,5,5,0,{'Hadamard': 5},{},563,295,268,"{'CNOT': 268, 'RZ': 281, 'RY': 6, 'RX': 8}",{},11,5,5,5,0,{'Hadamard': 5},304,304,268,"{'CNOT': 268, 'RZ': 293, 'RX': 11}"
56,"['4*x_0*x_0 + 4*x_0*x_3 + 1*x_0*x_2 + 5*x_0*x_4 + 5*x_3*x_3 + 5*x_3*x_2 + 5*x_3*x_4 + 1*x_2*x_2 + 4*x_2*x_4 + 1*x_4*x_4 <= 11', 'x_4 + x_5 + x_2 + x_1 == 0']",cardinality+quadratic_knapsack,6,2, -5*x_0 + -4*x_0 x_1 + -3*x_0 x_2 + -5*x_0 x_3 + 1*x_0 x_4 + -4*x_0 x_5 + -3*x_1 + -1*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -2*x_2 + -1*x_2 x_3 + -4*x_2 x_4 + 4*x_3 + -5*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack']",10,4,1,1,False,False,4,4,0,{'Hadamard': 4},{},1314,594,720,"{'CNOT': 720, 'RZ': 580, 'RY': 8, 'RX': 6}",{},10,4,4,4,0,{'Hadamard': 4},612,612,724,"{'CNOT': 724, 'RZ': 602, 'RX': 10}"
57,"['1*x_5 + 3*x_2 + 9*x_4 + 8*x_6 <= 10', '2*x_0 + 6*x_6 + 1*x_1 <= 3', '9*x_0 + 9*x_4 + 4*x_6 + 1*x_3 <= 9']",knapsack+knapsack+knapsack,7,3, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,"['knapsack', 'knapsack', 'knapsack']",13,6,1,2,True,True,6,6,0,{'Hadamard': 6},{},296,180,116,"{'CNOT': 116, 'RZ': 167, 'RX': 13}",{},17,10,10,10,0,{'Hadamard': 10},284,284,172,"{'CNOT': 172, 'RZ': 267, 'RX': 17}"
58,"['1*x_4*x_4 + 1*x_4*x_0 + 3*x_4*x_3 + 2*x_4*x_1 + 1*x_0*x_0 + 2*x_0*x_3 + 3*x_0*x_1 + 2*x_3*x_3 + 3*x_3*x_1 + 3*x_1*x_1 <= 7', '1*x_4*x_4 + 5*x_4*x_3 + 1*x_4*x_1 + 3*x_3*x_3 + 3*x_3*x_1 + 5*x_1*x_1 <= 10']",quadratic_knapsack+quadratic_knapsack,5,2, -3*x_0 + -1*x_0 x_2 + -5*x_0 x_3 + 2*x_0 x_4 + 1*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -2*x_2 + -2*x_2 x_3 + 1*x_2 x_4 + 1*x_3 + -2*x_3 x_4 + -2*x_4,"['quadratic_knapsack', 'quadratic_knapsack']",9,4,1,1,True,True,4,4,0,{'Hadamard': 4},{},532,268,264,"{'CNOT': 264, 'RZ': 259, 'RX': 9}",{},12,7,7,7,0,{'Hadamard': 7},767,767,876,"{'CNOT': 876, 'RZ': 755, 'RX': 12}"
59,"['1*x_3 + 10*x_2 + 3*x_1 + 5*x_4 + 1*x_0 <= 12', '3*x_0*x_0 + 1*x_0*x_1 + 5*x_0*x_3 + 2*x_0*x_2 + 5*x_0*x_4 + 2*x_1*x_1 + 5*x_1*x_3 + 5*x_1*x_2 + 5*x_1*x_4 + 2*x_3*x_3 + 3*x_3*x_2 + 3*x_3*x_4 + 4*x_2*x_2 + 1*x_2*x_4 + 5*x_4*x_4 <= 18', '7*x_2 + 10*x_3 + 9*x_4 <= 8']",knapsack+quadratic_knapsack+knapsack,5,3, -3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + -4*x_1 + -1*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -5*x_2 + 4*x_2 x_3 + 1*x_2 x_4 + -2*x_3 + -4*x_3 x_4 + 1*x_4,"['knapsack', 'quadratic_knapsack', 'knapsack']",14,9,1,2,True,True,9,9,0,{'Hadamard': 9},{},3228,1386,1842,"{'CNOT': 1842, 'RZ': 1372, 'RX': 14}",{},18,13,13,13,0,{'Hadamard': 13},1516,1516,1914,"{'CNOT': 1914, 'RZ': 1498, 'RX': 18}"
60,"['x_0 + x_1 + x_4 + x_2 >= 1', 'x_0 + x_3 + x_4 == 2', 'x_6 + x_0 + x_4 + x_3 + x_1 == 4']",cardinality+cardinality+cardinality,7,3, 4*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + 3*x_0 x_3 + 1*x_0 x_4 + -3*x_0 x_5 + -3*x_0 x_6 + -5*x_1 + -2*x_1 x_2 + -5*x_1 x_3 + -4*x_1 x_4 + -4*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + 2*x_2 x_4 + -4*x_2 x_5 + -4*x_2 x_6 + -2*x_3 + 2*x_3 x_4 + -5*x_3 x_5 + -2*x_3 x_6 + 2*x_4 + 1*x_4 x_5 + 3*x_4 x_6 + 4*x_5 + -4*x_5 x_6 + -2*x_6,"['cardinality', 'cardinality', 'cardinality']",9,2,1,2,False,False,14,4,9,"{'Hadamard': 2, 'X': 2, 'CNOT': 5, 'CRY': 3, 'CSWAP': 1, 'SWAP': 1}",{},232,136,96,"{'CNOT': 96, 'RZ': 124, 'RY': 6, 'RX': 6}",{},9,2,2,2,0,{'Hadamard': 2},148,148,96,"{'CNOT': 96, 'RZ': 139, 'RX': 9}"
61,"['1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 2*x_0*x_4 + 1*x_1*x_1 + 2*x_1*x_2 + 3*x_1*x_4 + 2*x_2*x_2 + 3*x_2*x_4 + 3*x_4*x_4 <= 7', '2*x_1 + 2*x_2 + 9*x_3 + 10*x_0 + 4*x_4 <= 18', '5*x_3 + 4*x_4 + 1*x_0 <= 6']",knapsack+knapsack+quadratic_knapsack,5,3, 3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -3*x_0 x_3 + 1*x_0 x_4 + -4*x_1 + 3*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -5*x_2 x_3 + 2*x_2 x_4 + -2*x_3 + -3*x_3 x_4,"['knapsack', 'knapsack', 'quadratic_knapsack']",11,6,1,2,True,True,6,6,0,{'Hadamard': 6},{},1241,579,662,"{'CNOT': 662, 'RZ': 568, 'RX': 11}",{},16,11,11,11,0,{'Hadamard': 11},739,739,752,"{'CNOT': 752, 'RZ': 723, 'RX': 16}"
62,"['8*x_1 + 10*x_0 + 1*x_4 + 2*x_3 <= 12', 'x_1 + x_3 + x_2 + x_4 + x_0 >= 4']",knapsack+cardinality,5,2, -3*x_0 + 1*x_0 x_1 + 2*x_0 x_2 + 1*x_0 x_3 + 2*x_0 x_4 + 3*x_1 + 3*x_1 x_2 + 2*x_1 x_3 + 1*x_1 x_4 + -2*x_2 + -1*x_2 x_3 + -1*x_2 x_4 + 2*x_3 + -3*x_3 x_4 + -2*x_4,"['knapsack', 'cardinality']",6,1,1,1,True,True,1,1,0,{'Hadamard': 1},{},127,77,50,"{'CNOT': 50, 'RZ': 71, 'RX': 6}",{},10,5,5,5,0,{'Hadamard': 5},181,181,106,"{'CNOT': 106, 'RZ': 171, 'RX': 10}"
63,"['10*x_3 + 8*x_1 + 10*x_4 <= 9', 'x_4 + x_5 + x_1 + x_0 >= 0', 'x_4*x_1 == 0']",independent_set+knapsack+cardinality,7,3, 3*x_0 + -2*x_0 x_2 + -1*x_0 x_3 + -5*x_0 x_4 + 1*x_0 x_5 + 2*x_0 x_6 + -5*x_1 x_2 + -4*x_1 x_3 + -3*x_1 x_4 + -2*x_1 x_5 + 2*x_1 x_6 + 4*x_2 + 3*x_2 x_3 + -2*x_2 x_4 + -1*x_2 x_5 + 4*x_3 + 3*x_3 x_4 + 4*x_3 x_6 + -3*x_4 + -3*x_4 x_5 + 3*x_4 x_6 + 3*x_5 + 4*x_5 x_6 + -4*x_6,"['independent_set', 'knapsack', 'cardinality']",14,7,1,2,False,False,12,8,4,"{'Hadamard': 7, 'RY': 1, 'CRY': 1, 'SWAP': 1, 'CNOT': 2}",{},320,191,129,"{'CNOT': 124, 'RZ': 172, 'RY': 2, 'CRY': 2, 'SWAP': 2, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 12}",{},14,7,7,7,0,{'Hadamard': 7},189,189,122,"{'CNOT': 122, 'RZ': 175, 'RX': 14}"
64,"['5*x_4*x_4 + 1*x_4*x_3 + 3*x_4*x_2 + 1*x_4*x_6 + 4*x_3*x_3 + 1*x_3*x_2 + 5*x_3*x_6 + 4*x_2*x_2 + 2*x_2*x_6 + 3*x_6*x_6 <= 19', 'x_4 + x_5 - x_3 - x_1 - x_6 == 0', 'x_6 + x_0 + x_2 + x_4 + x_3 <= 1']",cardinality+flow+quadratic_knapsack,7,3, 3*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -5*x_0 x_3 + -5*x_0 x_4 + -4*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -4*x_1 x_4 + 1*x_1 x_6 + 3*x_2 + 3*x_2 x_3 + 1*x_2 x_4 + -1*x_2 x_5 + -4*x_3 + 2*x_3 x_4 + 1*x_3 x_5 + -5*x_3 x_6 + -5*x_4 + -3*x_4 x_5 + 4*x_4 x_6 + -4*x_5 + -3*x_5 x_6 + 4*x_6,"['cardinality', 'flow', 'quadratic_knapsack']",12,5,1,2,False,False,20,6,14,"{'Hadamard': 5, 'RY': 1, 'CRY': 4, 'SWAP': 2, 'CNOT': 8}",{},1556,708,845,"{'CNOT': 832, 'RZ': 688, 'RY': 2, 'CRY': 8, 'SWAP': 4, 'X': 10, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=3,num_zero_ctrl=0)': 1, 'C(RZ, num_ctrl_wires=4,num_zero_ctrl=0)': 1, 'RX': 7}",{},13,6,6,6,0,{'Hadamard': 6},758,758,846,"{'CNOT': 846, 'RZ': 745, 'RX': 13}"
65,"['x_0 + x_1 + x_3 <= 3', 'x_0 + x_3 <= 1', 'x_0 + x_3 == 1']",assignment+cardinality+cardinality,5,3, -3*x_0 + -1*x_0 x_2 + -5*x_0 x_3 + 2*x_0 x_4 + 1*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -2*x_2 + -2*x_2 x_3 + 1*x_2 x_4 + 1*x_3 + -2*x_3 x_4 + -2*x_4,"['assignment', 'cardinality', 'cardinality']",8,3,1,2,False,False,6,4,2,"{'Hadamard': 3, 'X': 1, 'CNOT': 1, 'CRY': 1}",{},127,79,48,"{'CNOT': 48, 'RZ': 69, 'RY': 4, 'RX': 6}",{},8,3,3,3,0,{'Hadamard': 3},84,84,46,"{'CNOT': 46, 'RZ': 76, 'RX': 8}"
66,"['10*x_2 + 8*x_3 + 10*x_4 <= 9', '5*x_0*x_0 + 1*x_0*x_2 + 3*x_0*x_3 + 1*x_0*x_1 + 4*x_2*x_2 + 1*x_2*x_3 + 5*x_2*x_1 + 4*x_3*x_3 + 2*x_3*x_1 + 3*x_1*x_1 <= 19']",knapsack+quadratic_knapsack,5,2, 2*x_0 + -1*x_0 x_2 + -4*x_0 x_3 + 1*x_0 x_4 + -5*x_1 + -2*x_1 x_2 + -1*x_1 x_3 + 1*x_1 x_4 + 3*x_2 + -5*x_2 x_3 + -5*x_2 x_4 + -5*x_3 x_4 + 3*x_4,"['knapsack', 'quadratic_knapsack']",10,5,1,1,True,False,16,14,2,"{'Hadamard': 8, 'CNOT': 2, 'RZ': 3, 'RX': 3}","{'Hadamard': 3, 'CNOT': 2, 'RZ': 3, 'RX': 3}",1454,670,784,"{'CNOT': 784, 'RZ': 648, 'RX': 16, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 4, 'RZ': 6, 'RX': 6}",14,9,9,9,0,{'Hadamard': 9},733,733,822,"{'CNOT': 822, 'RZ': 719, 'RX': 14}"
67,"['1*x_0 + 3*x_4 + 9*x_1 + 8*x_3 <= 10', '4*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_0 + 4*x_1*x_3 + 1*x_1*x_4 + 2*x_2*x_2 + 3*x_2*x_0 + 1*x_2*x_3 + 1*x_2*x_4 + 3*x_0*x_0 + 3*x_0*x_3 + 4*x_0*x_4 + 1*x_3*x_3 + 3*x_3*x_4 + 2*x_4*x_4 <= 11', 'x_2 + x_0 <= 1']",quadratic_knapsack+knapsack+cardinality,5,3, -3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + -4*x_1 + -1*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -5*x_2 + 4*x_2 x_3 + 1*x_2 x_4 + -2*x_3 + -4*x_3 x_4 + 1*x_4,"['quadratic_knapsack', 'knapsack', 'cardinality']",13,8,1,2,False,False,13,9,4,"{'Hadamard': 8, 'RY': 1, 'CRY': 1, 'SWAP': 1, 'CNOT': 2}",{},3061,1314,1747,"{'CNOT': 1742, 'RZ': 1296, 'RY': 2, 'CRY': 2, 'SWAP': 2, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 11}",{},14,9,9,9,0,{'Hadamard': 9},1325,1325,1744,"{'CNOT': 1744, 'RZ': 1311, 'RX': 14}"
68,"['4*x_2*x_2 + 4*x_2*x_3 + 1*x_2*x_1 + 5*x_2*x_4 + 5*x_3*x_3 + 5*x_3*x_1 + 5*x_3*x_4 + 1*x_1*x_1 + 4*x_1*x_4 + 1*x_4*x_4 <= 11', 'x_4 + x_3 >= 1', 'x_4 + x_5 + x_1 + x_6 + x_0 == 1']",quadratic_knapsack+cardinality+cardinality,7,3, -4*x_0 + -1*x_0 x_1 + 4*x_0 x_2 + 2*x_0 x_3 + -5*x_0 x_4 + 2*x_0 x_5 + -5*x_0 x_6 + 3*x_1 + 3*x_1 x_2 + 4*x_1 x_4 + 3*x_1 x_5 + -2*x_1 x_6 + -5*x_2 + 2*x_2 x_3 + -5*x_2 x_4 + 1*x_2 x_5 + 3*x_2 x_6 + -5*x_3 + -4*x_3 x_4 + 4*x_3 x_5 + 1*x_3 x_6 + -4*x_4 + -5*x_4 x_5 + -5*x_4 x_6 + -3*x_5 x_6 + 3*x_6,"['quadratic_knapsack', 'cardinality', 'cardinality']",12,5,1,2,False,False,14,6,8,"{'Hadamard': 5, 'X': 1, 'CNOT': 4, 'CRY': 4}",{},1362,620,742,"{'CNOT': 742, 'RZ': 603, 'RY': 10, 'RX': 7}",{},12,5,5,5,0,{'Hadamard': 5},655,655,752,"{'CNOT': 752, 'RZ': 643, 'RX': 12}"
