task_id,constraints_hash,constraint_type,n_x,n_c,qubo_string,families,n_qubits_pc,n_slack_pc,n_struct_pc,n_pen_pc,has_vcg_pc,vcg_missing_pc,sp_total_pc,sp_1q_pc,sp_2q_pc,sp_gates_pc,vcg_sp_gates_pc,layer_total_pc,layer_1q_pc,layer_2q_pc,layer_gates_pc,vcg_layer_gates_pc,n_qubits_p,n_slack_p,sp_total_p,sp_1q_p,sp_2q_p,sp_gates_p,layer_total_p,layer_1q_p,layer_2q_p,layer_gates_p
186,"['2*x_0*x_0 + 4*x_0*x_1 + 5*x_0*x_2 + 1*x_0*x_3 + 4*x_0*x_4 + 2*x_1*x_1 + 4*x_1*x_2 + 4*x_1*x_3 + 1*x_1*x_4 + 2*x_2*x_2 + 3*x_2*x_3 + 3*x_2*x_4 + 3*x_3*x_3 + 2*x_3*x_4 + 1*x_4*x_4 <= 19', '3*x_5*x_5 + 1*x_5*x_6 + 3*x_5*x_7 + 1*x_6*x_6 + 4*x_6*x_7 + 3*x_7*x_7 <= 5']",quadratic_knapsack+quadratic_knapsack,8,2, 3*x_0 + -3*x_0 x_1 + 1*x_0 x_2 + 4*x_0 x_3 + 4*x_0 x_4 + 4*x_0 x_5 + -5*x_0 x_6 + -1*x_0 x_7 + -2*x_1 + -2*x_1 x_2 + 3*x_1 x_3 + -3*x_1 x_4 + -5*x_1 x_5 + -1*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 1*x_2 x_4 + -4*x_2 x_5 + -5*x_2 x_6 + 1*x_2 x_7 + 2*x_3 + 3*x_3 x_4 + 2*x_3 x_5 + -4*x_3 x_6 + -3*x_3 x_7 + -4*x_4 + -2*x_4 x_5 + -2*x_4 x_6 + -4*x_4 x_7 + -1*x_5 + 1*x_5 x_6 + -5*x_6 + -5*x_6 x_7 + 3*x_7,"['quadratic_knapsack', 'quadratic_knapsack']",8,0,2,0,True,False,115,44,66,"{'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 58, 'CC_RY': 5, 'CSWAP': 0, 'Hadamard': 3, 'RZ': 28, 'RX': 12}","{'RY': 1, 'CRY': 6, 'SWAP': 2, 'CNOT': 58, 'CC_RY': 5, 'CSWAP': 0, 'Hadamard': 3, 'RZ': 28, 'RX': 12}",324,130,184,"{'CNOT': 168, 'RZ': 90, 'RX': 32, 'RY': 2, 'CRY': 12, 'SWAP': 4, 'CC_RY': 10, 'CSWAP': 0, 'Hadamard': 6}","{'RY': 2, 'CRY': 12, 'SWAP': 4, 'CNOT': 116, 'CC_RY': 10, 'CSWAP': 0, 'Hadamard': 6, 'RZ': 56, 'RX': 24}",16,8,8,8,0,{'Hadamard': 8},1534,1534,2036,"{'CNOT': 2036, 'RZ': 1518, 'RX': 16}"
187,"['x_0 + x_1 + x_2 >= 0', 'x_3 + x_4 <= 1']",cardinality+cardinality,5,2, 3*x_0 + -4*x_0 x_1 + -5*x_0 x_2 + -3*x_0 x_3 + 1*x_0 x_4 + -4*x_1 + 3*x_1 x_2 + -3*x_1 x_3 + -3*x_1 x_4 + -5*x_2 x_3 + 2*x_2 x_4 + -2*x_3 + -3*x_3 x_4,"['cardinality', 'cardinality']",5,0,2,0,True,True,5,1,4,"{'RY': 1, 'CRY': 1, 'SWAP': 1, 'CNOT': 2}",{},54,25,29,"{'CNOT': 24, 'RZ': 15, 'RY': 2, 'CRY': 2, 'SWAP': 2, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 3}",{},8,3,3,3,0,{'Hadamard': 3},73,73,46,"{'CNOT': 46, 'RZ': 65, 'RX': 8}"
188,"['x_0 + x_1 == 2', 'x_2 + x_3 + x_4 + x_5 >= 1']",cardinality+cardinality,6,2, 1*x_0 + 4*x_0 x_1 + 3*x_0 x_2 + -1*x_0 x_3 + -3*x_0 x_4 + -1*x_1 + -5*x_1 x_2 + -3*x_1 x_3 + -2*x_1 x_4 + -1*x_1 x_5 + -1*x_2 + 4*x_2 x_4 + -5*x_2 x_5 + 3*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_4 + 3*x_4 x_5 + 2*x_5,"['cardinality', 'cardinality']",6,0,2,0,True,True,2,2,0,{'X': 2},{},55,25,30,"{'CNOT': 30, 'RZ': 17, 'RY': 4, 'RX': 4}",{},8,2,2,2,0,{'Hadamard': 2},89,89,58,"{'CNOT': 58, 'RZ': 81, 'RX': 8}"
189,"['8*x_0 + 10*x_1 + 1*x_2 + 2*x_3 <= 12', 'x_4 + x_5 + x_6 - x_7 == 0']",knapsack+flow,8,2, 1*x_0 + -3*x_0 x_1 + -5*x_0 x_2 + -2*x_0 x_3 + -2*x_0 x_4 + -4*x_0 x_5 + -5*x_0 x_6 + -2*x_0 x_7 + -2*x_1 + 2*x_1 x_4 + 4*x_1 x_5 + -2*x_1 x_6 + -4*x_1 x_7 + -1*x_2 + -5*x_2 x_4 + 4*x_2 x_5 + 2*x_2 x_6 + 2*x_2 x_7 + -5*x_3 + -5*x_3 x_4 + 2*x_3 x_5 + 1*x_3 x_6 + -3*x_3 x_7 + -2*x_4 + -1*x_4 x_5 + 1*x_4 x_6 + 4*x_4 x_7 + 3*x_5 + -2*x_5 x_6 + -2*x_5 x_7 + -5*x_6 + 1*x_6 x_7 + -3*x_7,"['knapsack', 'flow']",8,0,2,0,True,False,66,24,42,"{'RY': 1, 'CRY': 2, 'CNOT': 39, 'SWAP': 1, 'Hadamard': 4, 'RZ': 15, 'RX': 4}","{'Hadamard': 4, 'CNOT': 34, 'RZ': 15, 'RX': 4}",217,91,126,"{'CNOT': 126, 'RZ': 63, 'RY': 8, 'RX': 12, 'Hadamard': 8}","{'Hadamard': 8, 'CNOT': 68, 'RZ': 30, 'RX': 8}",12,4,4,4,0,{'Hadamard': 4},167,167,118,"{'CNOT': 118, 'RZ': 155, 'RX': 12}"
190,"['x_0 + x_1 + x_2 + x_3 + x_4 == 2', 'x_5 + x_6 + x_7 <= 2']",cardinality+cardinality,8,2, 2*x_0 + 3*x_0 x_1 + -2*x_0 x_3 + -1*x_0 x_4 + 3*x_0 x_5 + 4*x_0 x_6 + -5*x_0 x_7 + 4*x_1 + 2*x_1 x_2 + -4*x_1 x_3 + -2*x_1 x_4 + -4*x_1 x_5 + -3*x_1 x_6 + -2*x_1 x_7 + -4*x_2 x_3 + 2*x_2 x_4 + 3*x_2 x_5 + 1*x_2 x_6 + -4*x_2 x_7 + 1*x_3 + -1*x_3 x_4 + 3*x_3 x_5 + -1*x_3 x_6 + -5*x_4 + -4*x_4 x_5 + -5*x_4 x_6 + -3*x_4 x_7 + 3*x_5 + 4*x_5 x_6 + -3*x_5 x_7 + -3*x_7,"['cardinality', 'cardinality']",8,0,2,0,False,False,36,3,29,"{'X': 2, 'CNOT': 17, 'CRY': 9, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'CSWAP': 2, 'SWAP': 3, 'RY': 1}",{},134,50,81,"{'CNOT': 72, 'RZ': 31, 'RY': 12, 'CRY': 6, 'SWAP': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'X': 6, 'PhaseShift': 1, 'CRZ': 1, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1}",{},10,2,2,2,0,{'Hadamard': 2},121,121,90,"{'CNOT': 90, 'RZ': 111, 'RX': 10}"
191,"['3*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_1*x_1 + 4*x_1*x_2 + 3*x_2*x_2 <= 5', 'x_3 + x_4 + x_5 >= 1']",quadratic_knapsack+cardinality,6,2, -2*x_0 + -4*x_0 x_1 + 2*x_0 x_2 + 2*x_0 x_3 + 3*x_0 x_4 + -5*x_0 x_5 + -1*x_1 + 1*x_1 x_3 + -2*x_1 x_4 + -5*x_2 x_3 + 4*x_2 x_4 + 3*x_2 x_5 + 3*x_3 + -3*x_3 x_4 + 2*x_3 x_5 + -1*x_4 + 2*x_4 x_5 + 3*x_5,"['quadratic_knapsack', 'cardinality']",6,0,2,0,True,True,83,43,40,"{'Hadamard': 3, 'CNOT': 40, 'RZ': 28, 'RX': 12}","{'Hadamard': 3, 'CNOT': 40, 'RZ': 28, 'RX': 12}",217,111,106,"{'CNOT': 106, 'RZ': 75, 'RX': 30, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 80, 'RZ': 56, 'RX': 24}",11,5,5,5,0,{'Hadamard': 5},274,274,250,"{'CNOT': 250, 'RZ': 263, 'RX': 11}"
192,"['1*x_0*x_0 + 5*x_0*x_1 + 3*x_0*x_2 + 4*x_1*x_1 + 2*x_1*x_2 + 4*x_2*x_2 <= 7', 'x_3 + x_4 + x_5 == 1']",quadratic_knapsack+cardinality,6,2, 4*x_0 + 4*x_0 x_1 + -3*x_0 x_2 + -2*x_0 x_3 + -5*x_0 x_4 + 4*x_0 x_5 + -2*x_1 + -5*x_1 x_2 + -2*x_1 x_3 + 3*x_1 x_4 + -5*x_1 x_5 + -1*x_2 + -3*x_2 x_3 + -5*x_2 x_4 + 2*x_2 x_5 + 2*x_3 + 3*x_3 x_4 + -1*x_3 x_5 + -4*x_4 + -2*x_4 x_5 + -2*x_5,"['quadratic_knapsack', 'cardinality']",6,0,2,0,True,False,13,2,11,"{'X': 1, 'CNOT': 6, 'CRY': 4, 'RY': 1, 'SWAP': 1, 'CC_RY': 0, 'CSWAP': 0}","{'RY': 1, 'CRY': 2, 'SWAP': 1, 'CNOT': 4, 'CC_RY': 0, 'CSWAP': 0}",82,32,50,"{'CNOT': 44, 'RZ': 21, 'RY': 8, 'RX': 3, 'CRY': 4, 'SWAP': 2, 'CC_RY': 0, 'CSWAP': 0}","{'RY': 2, 'CRY': 4, 'SWAP': 2, 'CNOT': 8, 'CC_RY': 0, 'CSWAP': 0}",9,3,3,3,0,{'Hadamard': 3},249,249,240,"{'CNOT': 240, 'RZ': 240, 'RX': 9}"
193,"['1*x_3*x_3 + 5*x_3*x_4 + 4*x_3*x_5 + 2*x_4*x_4 + 2*x_4*x_5 + 2*x_5*x_5 <= 8', '5*x_0*x_0 + 3*x_0*x_1 + 5*x_0*x_2 + 4*x_1*x_1 + 5*x_1*x_2 + 3*x_2*x_2 <= 14']",quadratic_knapsack+quadratic_knapsack,6,2, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + -4*x_0 x_3 + -2*x_0 x_4 + 4*x_0 x_5 + -4*x_1 + -5*x_1 x_2 + -5*x_1 x_3 + -5*x_1 x_4 + -5*x_1 x_5 + 1*x_2 + 4*x_2 x_3 + -1*x_2 x_4 + -1*x_2 x_5 + -5*x_3 + -5*x_3 x_5 + -1*x_4 + 1*x_4 x_5 + -1*x_5,"['quadratic_knapsack', 'quadratic_knapsack']",6,0,2,0,True,False,24,2,20,"{'RY': 2, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 2, 'CSWAP': 0}","{'RY': 2, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 2, 'CSWAP': 0}",102,30,68,"{'CNOT': 52, 'RZ': 20, 'RX': 6, 'RY': 4, 'CRY': 12, 'SWAP': 4, 'CC_RY': 4, 'CSWAP': 0}","{'RY': 4, 'CRY': 12, 'SWAP': 4, 'CNOT': 24, 'CC_RY': 4, 'CSWAP': 0}",14,8,8,8,0,{'Hadamard': 8},524,524,520,"{'CNOT': 520, 'RZ': 510, 'RX': 14}"
194,"['10*x_5 + 1*x_6 + 9*x_7 <= 7', '5*x_2*x_2 + 1*x_2*x_3 + 2*x_2*x_4 + 5*x_3*x_3 + 1*x_3*x_4 + 3*x_4*x_4 <= 6', 'x_0*x_1 == 0']",independent_set+quadratic_knapsack+knapsack,8,3, 2*x_0 + -5*x_0 x_1 + 2*x_0 x_2 + 3*x_0 x_3 + -4*x_0 x_4 + -1*x_0 x_5 + -3*x_0 x_6 + -2*x_0 x_7 + 2*x_1 + -5*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -5*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 4*x_2 x_3 + 4*x_2 x_4 + -1*x_2 x_5 + -5*x_2 x_7 + -1*x_3 + 1*x_3 x_4 + 1*x_3 x_5 + 4*x_3 x_6 + 3*x_3 x_7 + -1*x_4 + -5*x_4 x_5 + -2*x_4 x_6 + -2*x_4 x_7 + -3*x_5 + -4*x_5 x_7 + 4*x_6 + 3*x_6 x_7 + -1*x_7,"['independent_set', 'quadratic_knapsack', 'knapsack']",8,0,3,0,True,False,24,11,13,"{'RY': 2, 'CRY': 3, 'SWAP': 2, 'CNOT': 8, 'CC_RY': 0, 'CSWAP': 0, 'Hadamard': 3, 'RZ': 3, 'RX': 3}","{'RY': 1, 'CRY': 2, 'SWAP': 1, 'CNOT': 6, 'CC_RY': 0, 'CSWAP': 0, 'Hadamard': 3, 'RZ': 3, 'RX': 3}",146,67,79,"{'CNOT': 68, 'RZ': 40, 'RY': 4, 'CRY': 6, 'SWAP': 4, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 12, 'CC_RY': 0, 'CSWAP': 0, 'Hadamard': 6}","{'RY': 2, 'CRY': 4, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 0, 'CSWAP': 0, 'Hadamard': 6, 'RZ': 6, 'RX': 6}",14,6,6,6,0,{'Hadamard': 6},312,312,288,"{'CNOT': 288, 'RZ': 298, 'RX': 14}"
195,"['3*x_2*x_2 + 1*x_2*x_3 + 3*x_2*x_4 + 1*x_3*x_3 + 4*x_3*x_4 + 3*x_4*x_4 <= 5', 'x_0 + x_1 >= 2']",cardinality+quadratic_knapsack,5,2, 3*x_0 + 1*x_0 x_2 + 3*x_0 x_4 + -5*x_1 + -3*x_1 x_2 + 3*x_2 + 3*x_2 x_3 + -5*x_2 x_4 + -4*x_3 + 2*x_3 x_4 + -3*x_4,"['cardinality', 'quadratic_knapsack']",5,0,2,0,True,False,85,45,40,"{'X': 2, 'Hadamard': 3, 'CNOT': 40, 'RZ': 28, 'RX': 12}","{'Hadamard': 3, 'CNOT': 40, 'RZ': 28, 'RX': 12}",192,100,92,"{'CNOT': 92, 'RZ': 67, 'RX': 27, 'Hadamard': 6}","{'Hadamard': 6, 'CNOT': 80, 'RZ': 56, 'RX': 24}",8,3,3,3,0,{'Hadamard': 3},230,230,218,"{'CNOT': 218, 'RZ': 222, 'RX': 8}"
196,"['4*x_0*x_0 + 4*x_0*x_1 + 1*x_0*x_2 + 5*x_0*x_3 + 5*x_1*x_1 + 5*x_1*x_2 + 5*x_1*x_3 + 1*x_2*x_2 + 4*x_2*x_3 + 1*x_3*x_3 <= 11', 'x_4 + x_5 + x_6 + x_7 == 4']",quadratic_knapsack+cardinality,8,2, 2*x_0 + 3*x_0 x_1 + -2*x_0 x_3 + -1*x_0 x_4 + 3*x_0 x_5 + 4*x_0 x_6 + -5*x_0 x_7 + 4*x_1 + 2*x_1 x_2 + -4*x_1 x_3 + -2*x_1 x_4 + -4*x_1 x_5 + -3*x_1 x_6 + -2*x_1 x_7 + -4*x_2 x_3 + 2*x_2 x_4 + 3*x_2 x_5 + 1*x_2 x_6 + -4*x_2 x_7 + 1*x_3 + -1*x_3 x_4 + 3*x_3 x_5 + -1*x_3 x_6 + -5*x_4 + -4*x_4 x_5 + -5*x_4 x_6 + -3*x_4 x_7 + 3*x_5 + 4*x_5 x_6 + -3*x_5 x_7 + -3*x_7,"['quadratic_knapsack', 'cardinality']",8,0,2,0,True,False,225,99,126,"{'X': 4, 'Hadamard': 4, 'CNOT': 126, 'RZ': 63, 'RX': 28}","{'Hadamard': 4, 'CNOT': 126, 'RZ': 63, 'RX': 28}",543,233,310,"{'CNOT': 310, 'RZ': 157, 'RY': 8, 'RX': 60, 'Hadamard': 8}","{'Hadamard': 8, 'CNOT': 252, 'RZ': 126, 'RX': 56}",12,4,4,4,0,{'Hadamard': 4},630,630,748,"{'CNOT': 748, 'RZ': 618, 'RX': 12}"
197,"['2*x_0 + 10*x_1 + 4*x_2 <= 6', '5*x_5*x_5 + 3*x_5*x_6 + 5*x_5*x_7 + 4*x_6*x_6 + 5*x_6*x_7 + 3*x_7*x_7 <= 14', 'x_3 + x_4 <= 2']",knapsack+cardinality+quadratic_knapsack,8,3, 3*x_0 + -3*x_0 x_1 + 1*x_0 x_2 + 4*x_0 x_3 + 4*x_0 x_4 + 4*x_0 x_5 + -5*x_0 x_6 + -1*x_0 x_7 + -2*x_1 + -2*x_1 x_2 + 3*x_1 x_3 + -3*x_1 x_4 + -5*x_1 x_5 + -1*x_1 x_6 + 1*x_1 x_7 + -5*x_2 + 1*x_2 x_4 + -4*x_2 x_5 + -5*x_2 x_6 + 1*x_2 x_7 + 2*x_3 + 3*x_3 x_4 + 2*x_3 x_5 + -4*x_3 x_6 + -3*x_3 x_7 + -4*x_4 + -2*x_4 x_5 + -2*x_4 x_6 + -4*x_4 x_7 + -1*x_5 + 1*x_5 x_6 + -5*x_6 + -5*x_6 x_7 + 3*x_7,"['knapsack', 'cardinality', 'quadratic_knapsack']",8,0,3,0,True,False,25,9,15,"{'RY': 2, 'CRY': 5, 'SWAP': 2, 'CNOT': 8, 'Hadamard': 3, 'RZ': 1, 'RX': 3, 'CC_RY': 1, 'CSWAP': 0}","{'Hadamard': 3, 'RZ': 1, 'RX': 3, 'RY': 1, 'CRY': 3, 'SWAP': 1, 'CNOT': 6, 'CC_RY': 1, 'CSWAP': 0}",148,63,83,"{'CNOT': 68, 'RZ': 36, 'RY': 4, 'CRY': 10, 'SWAP': 4, 'X': 4, 'PhaseShift': 1, 'CRZ': 1, 'RX': 12, 'Hadamard': 6, 'CC_RY': 2, 'CSWAP': 0}","{'Hadamard': 6, 'RZ': 2, 'RX': 6, 'RY': 2, 'CRY': 6, 'SWAP': 2, 'CNOT': 12, 'CC_RY': 2, 'CSWAP': 0}",17,9,9,9,0,{'Hadamard': 9},379,379,340,"{'CNOT': 340, 'RZ': 362, 'RX': 17}"
198,"['1*x_3*x_3 + 5*x_3*x_4 + 3*x_3*x_5 + 4*x_4*x_4 + 2*x_4*x_5 + 4*x_5*x_5 <= 7', 'x_0 + x_1 + x_2 == 0']",cardinality+quadratic_knapsack,6,2, -5*x_0 + -4*x_0 x_1 + -3*x_0 x_2 + -5*x_0 x_3 + 1*x_0 x_4 + -4*x_0 x_5 + -3*x_1 + -1*x_1 x_2 + 3*x_1 x_3 + -2*x_1 x_4 + 4*x_1 x_5 + -2*x_2 + -1*x_2 x_3 + -4*x_2 x_4 + 4*x_3 + -5*x_3 x_4 + 4*x_3 x_5 + -2*x_4 + -5*x_5,"['cardinality', 'quadratic_knapsack']",6,0,2,0,True,False,8,1,7,"{'RY': 1, 'CRY': 2, 'SWAP': 1, 'CNOT': 4, 'CC_RY': 0, 'CSWAP': 0}","{'RY': 1, 'CRY': 2, 'SWAP': 1, 'CNOT': 4, 'CC_RY': 0, 'CSWAP': 0}",76,30,46,"{'CNOT': 40, 'RZ': 19, 'RY': 8, 'RX': 3, 'CRY': 4, 'SWAP': 2, 'CC_RY': 0, 'CSWAP': 0}","{'RY': 2, 'CRY': 4, 'SWAP': 2, 'CNOT': 8, 'CC_RY': 0, 'CSWAP': 0}",9,3,3,3,0,{'Hadamard': 3},244,244,236,"{'CNOT': 236, 'RZ': 235, 'RX': 9}"
199,"['x_0 + x_1 + x_2 - x_3 - x_4 == 0', 'x_5 + x_6 <= 0']",flow+cardinality,7,2, 4*x_0 + 2*x_0 x_1 + -5*x_0 x_3 + 2*x_0 x_4 + -3*x_0 x_5 + 1*x_0 x_6 + -3*x_1 + -4*x_1 x_2 + -1*x_1 x_3 + 1*x_1 x_4 + 3*x_1 x_5 + 2*x_1 x_6 + 4*x_2 x_3 + -1*x_2 x_4 + -3*x_2 x_5 + 4*x_2 x_6 + 2*x_3 + -2*x_3 x_4 + 4*x_3 x_5 + -2*x_3 x_6 + 3*x_4 + -1*x_4 x_6 + 2*x_5 + -2*x_5 x_6 + -1*x_6,"['flow', 'cardinality']",7,0,2,0,False,False,18,1,16,"{'RY': 1, 'CRY': 4, 'CNOT': 10, 'SWAP': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1}",{},88,39,49,"{'CNOT': 48, 'RZ': 24, 'RY': 10, 'X': 4, 'PhaseShift': 1, 'CRZ': 1}",{},7,0,0,0,0,{},71,71,60,"{'CNOT': 60, 'RZ': 64, 'RX': 7}"
200,"['x_0 + x_1 <= 1', 'x_2 + x_3 + x_4 <= 3', 'x_5 + x_6 >= 2']",cardinality+cardinality+cardinality,7,3, -3*x_0 + -4*x_0 x_1 + -4*x_0 x_2 + -1*x_0 x_4 + 4*x_0 x_5 + 2*x_0 x_6 + 4*x_1 + 4*x_1 x_2 + -1*x_1 x_3 + -1*x_1 x_4 + 1*x_1 x_5 + -1*x_1 x_6 + -3*x_2 + -4*x_2 x_3 + -2*x_2 x_4 + 1*x_2 x_6 + -1*x_3 + 4*x_3 x_4 + -1*x_3 x_5 + -3*x_3 x_6 + -1*x_4 + -3*x_4 x_5 + 2*x_5 + 3*x_5 x_6 + -1*x_6,"['cardinality', 'cardinality', 'cardinality']",7,0,3,0,False,False,20,4,15,"{'RY': 2, 'CRY': 5, 'SWAP': 2, 'CNOT': 8, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'X': 2}",{},111,40,68,"{'CNOT': 52, 'RZ': 24, 'RY': 4, 'CRY': 10, 'SWAP': 4, 'X': 10, 'PhaseShift': 2, 'CRZ': 2, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 2, 'C(RZ, num_ctrl_wires=2,num_zero_ctrl=0)': 1}",{},10,3,3,3,0,{'Hadamard': 3},96,96,64,"{'CNOT': 64, 'RZ': 86, 'RX': 10}"
201,"['10*x_0 + 8*x_1 + 2*x_2 + 1*x_3 + 4*x_4 <= 10', 'x_5 + x_6 + x_7 >= 2']",knapsack+cardinality,8,2, -5*x_0 + 4*x_0 x_1 + 3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 3*x_0 x_6 + 2*x_0 x_7 + -1*x_1 + 2*x_1 x_2 + -5*x_1 x_3 + 1*x_1 x_4 + 2*x_1 x_5 + 2*x_1 x_6 + -4*x_1 x_7 + 4*x_2 + -1*x_2 x_3 + -3*x_2 x_4 + 3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 x_4 + 1*x_3 x_5 + -4*x_3 x_6 + -2*x_3 x_7 + -3*x_4 + 1*x_4 x_6 + -3*x_4 x_7 + -3*x_5 + 2*x_5 x_6 + 1*x_5 x_7 + 3*x_6 + 4*x_6 x_7 + 4*x_7,"['knapsack', 'cardinality']",8,0,2,0,True,True,161,53,108,"{'Hadamard': 5, 'CNOT': 108, 'RZ': 38, 'RX': 10}","{'Hadamard': 5, 'CNOT': 108, 'RZ': 38, 'RX': 10}",412,146,266,"{'CNOT': 266, 'RZ': 108, 'RX': 28, 'Hadamard': 10}","{'Hadamard': 10, 'CNOT': 216, 'RZ': 76, 'RX': 20}",13,5,5,5,0,{'Hadamard': 5},197,197,134,"{'CNOT': 134, 'RZ': 184, 'RX': 13}"
202,"['5*x_0 + 1*x_1 + 10*x_2 + 4*x_3 <= 10', 'x_4 + x_5 + x_6 >= 0']",knapsack+cardinality,7,2, 3*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -5*x_0 x_3 + -5*x_0 x_4 + -4*x_1 + -4*x_1 x_2 + -3*x_1 x_3 + -4*x_1 x_4 + 1*x_1 x_6 + 3*x_2 + 3*x_2 x_3 + 1*x_2 x_4 + -1*x_2 x_5 + -4*x_3 + 2*x_3 x_4 + 1*x_3 x_5 + -5*x_3 x_6 + -5*x_4 + -3*x_4 x_5 + 4*x_4 x_6 + -4*x_5 + -3*x_5 x_6 + 4*x_6,"['knapsack', 'cardinality']",7,0,2,0,True,True,57,23,34,"{'Hadamard': 4, 'CNOT': 34, 'RZ': 15, 'RX': 4}","{'Hadamard': 4, 'CNOT': 34, 'RZ': 15, 'RX': 4}",179,77,102,"{'CNOT': 102, 'RZ': 54, 'RX': 15, 'Hadamard': 8}","{'Hadamard': 8, 'CNOT': 68, 'RZ': 30, 'RX': 8}",13,6,6,6,0,{'Hadamard': 6},172,172,110,"{'CNOT': 110, 'RZ': 159, 'RX': 13}"
203,"['3*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 4*x_0*x_3 + 5*x_1*x_1 + 4*x_1*x_2 + 2*x_1*x_3 + 2*x_2*x_2 + 4*x_2*x_3 + 4*x_3*x_3 <= 17', 'x_4 + x_5 + x_6 + x_7 == 2']",quadratic_knapsack+cardinality,8,2, -5*x_0 + 4*x_0 x_1 + 3*x_0 x_3 + -3*x_0 x_4 + 4*x_0 x_5 + 3*x_0 x_6 + 2*x_0 x_7 + -1*x_1 + 2*x_1 x_2 + -5*x_1 x_3 + 1*x_1 x_4 + 2*x_1 x_5 + 2*x_1 x_6 + -4*x_1 x_7 + 4*x_2 + -1*x_2 x_3 + -3*x_2 x_4 + 3*x_2 x_5 + 2*x_2 x_6 + -3*x_3 x_4 + 1*x_3 x_5 + -4*x_3 x_6 + -2*x_3 x_7 + -3*x_4 + 1*x_4 x_6 + -3*x_4 x_7 + -3*x_5 + 2*x_5 x_6 + 1*x_5 x_7 + 3*x_6 + 4*x_6 x_7 + 4*x_7,"['quadratic_knapsack', 'cardinality']",8,0,2,0,True,False,37,3,30,"{'X': 2, 'CNOT': 18, 'CRY': 8, 'C(RY, num_ctrl_wires=2,num_zero_ctrl=0)': 1, 'CSWAP': 1, 'SWAP': 4, 'RY': 1, 'CC_RY': 2}","{'RY': 1, 'CRY': 4, 'SWAP': 2, 'CNOT': 10, 'CC_RY': 2, 'CSWAP': 0}",140,46,90,"{'CNOT': 78, 'RZ': 32, 'RY': 10, 'RX': 4, 'CRY': 8, 'SWAP': 4, 'CC_RY': 4, 'CSWAP': 0}","{'RY': 2, 'CRY': 8, 'SWAP': 4, 'CNOT': 20, 'CC_RY': 4, 'CSWAP': 0}",13,5,5,5,0,{'Hadamard': 5},700,700,824,"{'CNOT': 824, 'RZ': 687, 'RX': 13}"
204,"['2*x_0 + 10*x_1 + 4*x_2 <= 6', 'x_3 + x_4 + x_5 + x_6 == 1']",knapsack+cardinality,7,2, -1*x_0 + 4*x_0 x_1 + 1*x_0 x_2 + -2*x_0 x_3 + 3*x_0 x_4 + -1*x_0 x_5 + 4*x_0 x_6 + 2*x_1 + 2*x_1 x_2 + -1*x_1 x_3 + -2*x_1 x_4 + -1*x_1 x_5 + 3*x_1 x_6 + -1*x_2 + -5*x_2 x_3 + -2*x_2 x_4 + 2*x_2 x_5 + -1*x_2 x_6 + 2*x_3 + -1*x_3 x_5 + -3*x_4 + 3*x_4 x_5 + -2*x_4 x_6 + -1*x_5 x_6 + -5*x_6,"['knapsack', 'cardinality']",7,0,2,0,True,False,14,8,6,"{'X': 1, 'CNOT': 3, 'CRY': 3, 'Hadamard': 3, 'RZ': 1, 'RX': 3}","{'Hadamard': 3, 'RZ': 1, 'RX': 3}",97,51,46,"{'CNOT': 46, 'RZ': 28, 'RY': 8, 'RX': 9, 'Hadamard': 6}","{'Hadamard': 6, 'RZ': 2, 'RX': 6}",10,3,3,3,0,{'Hadamard': 3},119,119,80,"{'CNOT': 80, 'RZ': 109, 'RX': 10}"
